sushi_pool_address,migration_block,migration_time,total_migrated_liquidity
0x31503dcb60119a812fee820bb7042752019f2355,10829250,2020-09-09 18:48:14.000000 UTC,33821.281695711728712105
0xc40d16476380e4037e6b1a2594caf6a6cc8da967,10829307,2020-09-09 19:02:21.000000 UTC,291651.873116379135635503
0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,10829310,2020-09-09 19:03:07.000000 UTC,8106.609917611357799438
0xc3d03e4f041fd4cd388c549ee2a29a9e5075882f,10829331,2020-09-09 19:06:45.000000 UTC,2248135.266318748622199458
0x397ff1542f962076d0bfe58ea045ffa2d347aca0,10829331,2020-09-09 19:06:45.000000 UTC,2.467505851473970018
0x06da0fd433c1a5d7a4faa01111c044910a184553,10829344,2020-09-09 19:09:19.000000 UTC,3.447947907304903818
