platform,pool_name,pool_address,date,reserve0,reserve1,weth_reserve,swap_count,total_event_count
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2020-09-10,1415.9946056479432,129477.53312111596,129477.53312111596,947,1220
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2020-09-11,2092.1672573624164,212729.10998801122,212729.10998801122,755,1041
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2020-09-12,1128.3923587739769,126176.29750339522,126176.29750339522,1205,1410
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2020-09-13,1203.3588117476845,120188.10054553444,120188.10054553444,1228,1422
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2020-09-14,995.53807559122367,105402.85660293182,105402.85660293182,867,974
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2020-09-15,1300.2153193878021,124899.4802706981,124899.4802706981,762,859
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2020-09-16,1296.035759749223,122921.16718266296,122921.16718266296,1170,1228
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2020-09-17,678.15593924903942,57679.716103395374,57679.716103395374,635,681
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2020-09-18,711.67474702112338,60899.279828619954,60899.279828619954,506,570
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2020-09-19,883.90142936484233,70850.593356252517,70850.593356252517,812,859
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2020-09-20,869.39458667297833,65210.576122564649,65210.576122564649,478,502
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2020-09-21,612.06939206359709,43247.250484077718,43247.250484077718,773,806
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2020-09-22,776.713990815682,56655.808085755416,56655.808085755416,539,573
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2020-09-23,920.2410633542579,60775.847955649137,60775.847955649137,468,494
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2020-09-24,878.340857801979,63371.060192854959,63371.060192854959,473,495
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2020-09-25,769.45351390244832,58944.784191482671,58944.784191482671,281,302
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2020-09-26,677.70520356789325,60269.316772536069,60269.316772536069,564,588
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2020-09-27,738.1070800423314,63442.132176876512,63442.132176876512,706,738
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2020-09-28,816.36732292055319,65924.111889949854,65924.111889949854,366,378
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2020-09-29,952.49401596855387,66229.924520742512,66229.924520742512,1449,1488
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2020-09-30,789.27625434698166,52108.280450152284,52108.280450152284,872,897
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2020-10-01,754.53714515301237,48734.530156883768,48734.530156883768,844,879
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2020-10-02,753.63567369997691,45898.446745377805,45898.446745377805,784,803
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2020-10-03,640.35006985929988,34855.225253882032,34855.225253882032,422,433
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2020-10-04,583.27295872661387,31952.480466031531,31952.480466031531,1266,1282
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2020-10-05,632.46657192013686,34440.575358702561,34440.575358702561,534,547
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2020-10-06,648.69471939062964,31628.983021235017,31628.983021235017,439,450
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2020-10-07,625.470822072155,27148.499884417692,27148.499884417692,1009,1029
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2020-10-08,684.94810796781553,32714.889725716628,32714.889725716628,1399,1423
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2020-10-09,680.05934019305926,33710.348844440072,33710.348844440072,736,755
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2020-10-10,737.90826589392213,31515.756011402365,31515.756011402365,515,543
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2020-10-11,788.11730357558588,35488.844606509774,35488.844606509774,827,843
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2020-10-12,785.30804043563967,33342.564695749592,33342.564695749592,388,401
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2020-10-13,797.21644280041926,32603.702788457042,32603.702788457042,253,264
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2020-10-14,823.78183803050877,31667.058340652518,31667.058340652518,429,455
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2020-10-15,883.35173289195882,34083.250172277221,34083.250172277221,440,450
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2020-10-16,1002.8217106802389,36969.212592285752,36969.212592285752,364,371
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2020-10-17,980.81582809903216,37456.386055100316,37456.386055100316,290,307
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2020-10-18,892.426421917084,36281.075074831286,36281.075074831286,490,500
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2020-10-19,947.07567056038829,34349.36837548406,34349.36837548406,343,353
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2020-10-20,957.75898258670315,33920.0268591074,33920.0268591074,398,404
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2020-10-21,965.45879360771528,32725.461028188245,32725.461028188245,376,382
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2020-10-22,986.29512684026406,32575.306374269472,32575.306374269472,244,254
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2020-10-23,921.17973541650144,33476.667519165436,33476.667519165436,317,329
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2020-10-24,938.12129861836559,33804.391168596194,33804.391168596194,222,232
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2020-10-25,962.22854193699754,33618.052749199705,33618.052749199705,155,162
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2020-10-26,867.4737893370218,30219.925274698937,30219.925274698937,297,306
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2020-10-27,911.81823834380884,30331.821404538252,30331.821404538252,252,263
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2020-10-28,980.11311785009639,31776.066692444445,31776.066692444445,400,413
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2020-10-29,1054.201293272803,29477.381387240996,29477.381387240996,553,562
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2020-10-30,1035.2801207825644,29958.77731797977,29958.77731797977,945,956
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2020-10-31,1068.6994881935454,29008.603460064813,29008.603460064813,508,514
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2020-11-01,1072.7962139799502,28947.090466102127,28947.090466102127,457,460
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2020-11-02,1089.4609778044985,28728.110509660648,28728.110509660648,230,233
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2020-11-03,1139.4329376993214,27491.548101410204,27491.548101410204,403,408
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2020-11-04,1169.6654273015515,24775.940011440733,24775.940011440733,629,639
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2020-11-05,1307.7022147965431,26718.176814032089,26718.176814032089,1235,1246
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2020-11-06,1173.2603376869083,30304.44362465931,30304.44362465931,991,1006
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2020-11-07,785.5350685433832,25716.235401388676,25716.235401388676,2225,2245
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2020-11-08,785.79130505455771,26261.536545240648,26261.536545240648,835,847
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2020-11-09,788.34977111589535,26575.96278849064,26575.96278849064,506,516
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2020-11-10,704.75315851220091,28595.625776461224,28595.625776461224,1079,1098
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2020-11-11,760.33132445660249,27466.398977165314,27466.398977165314,702,714
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2020-11-12,781.86966526238029,26134.046585204578,26134.046585204578,593,602
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2020-11-13,807.72394873444455,30271.56464256248,30271.56464256248,627,643
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2020-11-14,826.48820378997493,30853.01933637141,30853.01933637141,368,382
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2020-11-15,744.37119761987151,29171.989673451826,29171.989673451826,533,546
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2020-11-16,756.28233640512508,30497.602492122936,30497.602492122936,545,563
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2020-11-17,771.72325996509221,37990.3832796024,37990.3832796024,778,812
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2020-11-18,704.64556023689772,37569.419648971023,37569.419648971023,917,944
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2020-11-19,640.46970333435354,37853.671907736752,37853.671907736752,1196,1237
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2020-11-20,713.72855576981624,37033.96676404796,37033.96676404796,736,764
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2020-11-21,775.89991416897033,34230.773422058868,34230.773422058868,694,724
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2020-11-22,783.32601278873085,34033.129663480926,34033.129663480926,1077,1105
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2020-11-23,811.18407488165349,33563.936692851566,33563.936692851566,630,654
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2020-11-24,830.17778193959919,33918.711365478644,33918.711365478644,686,710
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2020-11-25,805.15879659202028,31729.410941478032,31729.410941478032,556,570
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2020-11-26,762.34827123172033,34145.663201287185,34145.663201287185,916,936
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2020-11-27,797.43772156463911,36250.133103251384,36250.133103251384,900,918
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2020-11-28,815.16814231154717,35389.102023532687,35389.102023532687,414,444
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2020-11-29,818.65800798789064,35210.234691215614,35210.234691215614,394,434
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2020-11-30,911.57867654612573,39273.555921977233,39273.555921977233,387,416
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2020-12-01,926.46118830519879,40714.744532263,40714.744532263,482,516
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2020-12-02,934.12201426990737,47340.398980513346,47340.398980513346,966,1034
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2020-12-03,1069.9356357001402,51653.938297473382,51653.938297473382,765,810
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2020-12-04,1091.14256365406,50989.286953835282,50989.286953835282,464,499
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2020-12-05,1279.2564323435508,63131.294782939629,63131.294782939629,413,469
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2020-12-06,1367.1498781205742,65555.940866956327,65555.940866956327,244,284
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2020-12-07,1319.6943017161859,63758.004529729471,63758.004529729471,271,313
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2020-12-08,1344.7007092787226,61742.304417835992,61742.304417835992,542,573
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2020-12-09,1362.2831875455847,60805.585603650237,60805.585603650237,443,469
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2020-12-10,1384.183525119824,59473.651110924628,59473.651110924628,514,542
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2020-12-11,1366.39214016236,58615.485477175636,58615.485477175636,520,544
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2020-12-12,1337.4713513618124,59843.572902034648,59843.572902034648,380,411
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2020-12-13,1379.2490903195692,61536.258530394145,61536.258530394145,261,296
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2020-12-14,1386.9288817220374,61042.876171459342,61042.876171459342,223,252
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2020-12-15,1591.9599508343026,67000.3841832479,67000.3841832479,208,236
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2020-12-16,1594.5120246690908,67836.067811900721,67836.067811900721,389,422
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2020-12-17,1631.0280285574825,67566.841934063181,67566.841934063181,428,453
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2020-12-18,1623.32675770723,69024.914158024621,69024.914158024621,395,428
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2020-12-19,1694.9971976896468,71386.230911321778,71386.230911321778,352,384
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2020-12-20,1761.3430435859514,71852.6358395177,71852.6358395177,278,309
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2020-12-21,1769.4099948187836,71730.065438830134,71730.065438830134,336,362
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2020-12-22,1797.5829151016851,70629.428725009129,70629.428725009129,462,494
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2020-12-23,1925.7378117792089,65423.603821690296,65423.603821690296,799,839
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2020-12-24,1785.1334060740223,69570.59541646346,69570.59541646346,1001,1049
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2020-12-25,1795.465513854778,67848.459871080951,67848.459871080951,619,675
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2020-12-26,1801.9461477874611,63597.509428990095,63597.509428990095,633,687
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2020-12-27,1871.7384246469189,62348.979670663561,62348.979670663561,536,573
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2020-12-28,1920.1765481987798,60073.918364387653,60073.918364387653,544,578
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2020-12-29,1950.6501234285074,59324.75713366711,59324.75713366711,481,505
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2020-12-30,992.18856075236147,28849.502830115849,28849.502830115849,463,512
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2020-12-31,949.49350002630922,29329.394985359279,29329.394985359279,564,594
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2021-01-01,991.73417367845661,29704.669214695259,29704.669214695259,497,540
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2021-01-02,1050.5533249092987,29001.855460024366,29001.855460024366,431,462
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2021-01-03,1127.5646562870961,27369.841625082514,27369.841625082514,892,932
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2021-01-04,1884.4302540099054,42221.386057142765,42221.386057142765,671,706
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2021-01-05,1904.6036546095249,41194.3037808448,41194.3037808448,525,559
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2021-01-06,1958.2222672530315,40402.29021962831,40402.29021962831,489,520
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2021-01-07,1591.0588582600255,42936.709424553184,42936.709424553184,1842,1885
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2021-01-08,1533.8516991836411,44344.383482869089,44344.383482869089,1334,1364
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2021-01-09,1559.7687318279225,43893.715875962815,43893.715875962815,1090,1137
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2021-01-10,1593.5523192951875,42954.558903937024,42954.558903937024,603,634
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2021-01-11,1573.6014529834667,43444.348562557185,43444.348562557185,809,834
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2021-01-12,1549.7344273209733,43884.897130615835,43884.897130615835,529,559
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2021-01-13,1509.3456996229104,44670.0407466588,44670.0407466588,835,872
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2021-01-14,1631.1314911469665,43652.607458065366,43652.607458065366,617,667
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2021-01-15,2060.6436156423174,53251.207114926561,53251.207114926561,637,670
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2021-01-16,2020.1543854156375,55394.003695988518,55394.003695988518,844,891
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2021-01-17,2022.8248369684,56706.50914856312,56706.50914856312,787,847
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2021-01-18,1965.5357021362604,59348.672717261012,59348.672717261012,969,990
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2021-01-19,2154.9160630220958,54326.88345780081,54326.88345780081,706,747
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2021-01-20,2275.7637585269417,56272.589619122729,56272.589619122729,446,478
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2021-01-21,2260.5276356598629,56559.469472771947,56559.469472771947,479,507
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2021-01-22,2428.7127300052589,60814.482744574387,60814.482744574387,377,400
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2021-01-23,2469.5096217148489,61095.409846587121,61095.409846587121,374,418
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2021-01-24,2366.42019501571,54859.957466560882,54859.957466560882,410,448
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2021-01-25,2374.7650940237368,52890.03743795491,52890.03743795491,533,580
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2021-01-26,2340.4445673863247,52133.937034068818,52133.937034068818,435,471
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2021-01-27,2333.1759960341019,51869.264569272011,51869.264569272011,363,398
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2021-01-28,2360.2084732412877,53027.80343111157,53027.80343111157,366,395
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2021-01-29,2417.6838619519062,52460.363568566216,52460.363568566216,477,496
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2021-01-30,2356.9541522512482,53255.441559732964,53255.441559732964,447,476
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2021-01-31,2317.526288941724,53258.121193146806,53258.121193146806,482,505
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2021-02-01,2357.8276224584292,53400.338036040077,53400.338036040077,279,301
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2021-02-02,2705.6563665404437,56840.631832732251,56840.631832732251,473,503
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2021-02-03,2736.6053757597983,55944.2919523591,55944.2919523591,583,603
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2021-02-04,2806.0123584179014,54339.383549505488,54339.383549505488,722,740
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2021-02-05,2834.9419038525912,53694.20510715092,53694.20510715092,455,480
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2021-02-06,2795.8962010684554,52766.330335173945,52766.330335173945,407,422
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2021-02-07,2779.7009528442181,53372.537961122405,53372.537961122405,293,317
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2021-02-08,2839.998373160332,53061.067922972761,53061.067922972761,438,451
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2021-02-09,2776.2873140539882,55194.128584944759,55194.128584944759,426,443
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2021-02-10,2550.0214442131646,52871.977657334282,52871.977657334282,807,832
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2021-02-11,2300.2285456498603,56782.342072461237,56782.342072461237,1062,1085
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2021-02-12,2258.9730122789347,58043.132055660622,58043.132055660622,1031,1058
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2021-02-13,2263.6271465356149,58742.533791355905,58742.533791355905,648,665
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2021-02-14,2327.9279115879385,56400.771386925247,56400.771386925247,358,380
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2021-02-15,2391.3237074466765,54428.290904711168,54428.290904711168,490,507
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2021-02-16,2320.588997644446,55781.606694167356,55781.606694167356,443,468
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2021-02-17,2409.3692491246452,57441.205081901942,57441.205081901942,325,342
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2021-02-18,2355.3567773549721,53976.949704808452,53976.949704808452,198,216
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2021-02-19,2193.0752869499356,50280.04631148935,50280.04631148935,351,369
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2021-02-20,2187.3754806063293,48242.207715027733,48242.207715027733,370,388
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2021-02-21,2168.4216686143491,48282.365109575519,48282.365109575519,214,236
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2021-02-22,2172.6988220781755,48186.636202981215,48186.636202981215,322,333
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2021-02-23,2187.1691221170122,46500.881718088618,46500.881718088618,341,354
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2021-02-24,2337.7322165760975,48404.591977138633,48404.591977138633,306,318
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2021-02-25,2304.1615331893263,49486.640172268184,49486.640172268184,165,178
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2021-02-26,2315.9593543737,49635.446717514395,49635.446717514395,178,194
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2021-02-27,2308.2721652313176,49830.921890453341,49830.921890453341,185,198
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2021-02-28,2282.7870447894816,49597.735895995189,49597.735895995189,229,250
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2021-03-01,2230.1412732594385,49334.383577768582,49334.383577768582,280,306
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2021-03-02,2225.7890426041977,49635.688867562967,49635.688867562967,160,186
sushiswap,YFI-WETH,0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,2021-03-03,2275.400520847832,49005.760719110825,49005.760719110825,153,173
