platform,pool_name,pool_address,date,reserve0,reserve1,weth_reserve,swap_count,total_event_count
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2020-09-09,103781.03514012817,52854.947796058281,52854.947796058281,67,171
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2020-09-10,90760.932847256743,42241.874905645935,42241.874905645935,312,519
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2020-09-11,125461.5788215611,58388.342671226848,58388.342671226848,306,529
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2020-09-12,117935.68376993432,54581.102135493187,54581.102135493187,203,377
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2020-09-13,109907.49781005208,49497.692579485236,49497.692579485236,250,509
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2020-09-14,98000.562158485467,43300.848452852559,43300.848452852559,116,265
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2020-09-15,99543.987628618241,42095.045354245565,42095.045354245565,119,202
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2020-09-16,95466.793593587849,40127.103949819335,40127.103949819335,81,155
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2020-09-17,71855.375387082531,29363.685454935785,29363.685454935785,249,331
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2020-09-18,77604.2224880871,30924.098019559424,30924.098019559424,168,220
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2020-09-19,84008.2157221095,33117.177262072815,33117.177262072815,105,177
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2020-09-20,68798.424013584648,26674.949712328325,26674.949712328325,86,115
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2020-09-21,65675.156907899276,24974.384072877583,24974.384072877583,103,126
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2020-09-22,67404.938018118133,28207.212260375745,28207.212260375745,122,139
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2020-09-23,68410.082093052537,27125.593993107985,27125.593993107985,113,132
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2020-09-24,70734.4157826752,28136.422357497926,28136.422357497926,112,132
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2020-09-25,70021.948233222167,27762.619324793453,27762.619324793453,81,96
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2020-09-26,42895.013394461217,17552.292796964841,17552.292796964841,106,128
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2020-09-27,42010.8452745441,16374.721706181857,16374.721706181857,58,66
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2020-09-28,43342.344765873051,16010.417322706237,16010.417322706237,212,221
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2020-09-29,38214.640145546524,14163.695635752338,14163.695635752338,92,115
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2020-09-30,48004.9469101852,17684.142683450478,17684.142683450478,61,87
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2020-10-01,62598.839898615464,22774.407832941779,22774.407832941779,72,92
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2020-10-02,60288.464889828276,20921.454330408356,20921.454330408356,135,151
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2020-10-03,59434.849029094723,20946.968453610545,20946.968453610545,76,85
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2020-10-04,55844.3259160947,19077.996347705233,19077.996347705233,80,93
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2020-10-05,55274.016845705853,19157.275152595688,19157.275152595688,90,100
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2020-10-06,38820.5558575648,12003.839362249826,12003.839362249826,206,221
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2020-10-07,39087.5959753709,12691.126846803047,12691.126846803047,295,316
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2020-10-08,41272.408876771871,12696.191923636334,12696.191923636334,347,358
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2020-10-09,36327.117228187853,11486.065061354942,11486.065061354942,405,420
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2020-10-10,40293.327769062664,12394.183555727524,12394.183555727524,158,165
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2020-10-11,39965.863968923775,12281.386604708156,12281.386604708156,98,103
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2020-10-12,45117.173255474212,13621.68686040307,13621.68686040307,137,148
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2020-10-13,44974.720765679653,13385.272401953045,13385.272401953045,67,75
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2020-10-14,45522.548317538953,12947.119568846781,12947.119568846781,110,115
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2020-10-15,47786.609977489876,13579.326434715882,13579.326434715882,81,84
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2020-10-16,51147.371949053428,14383.204649019772,14383.204649019772,107,112
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2020-10-17,51254.314065909661,14299.461022969255,14299.461022969255,73,80
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2020-10-18,51839.416861945196,14306.786468996046,14306.786468996046,149,156
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2020-10-19,52317.40527426613,14167.437632585192,14167.437632585192,128,134
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2020-10-20,54955.76978378198,14145.859010622646,14145.859010622646,171,185
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2020-10-21,51303.758053062469,12446.710378260845,12446.710378260845,163,172
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2020-10-22,49533.583709255225,12156.970912232928,12156.970912232928,280,291
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2020-10-23,47170.361794724326,11893.428186837713,11893.428186837713,118,121
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2020-10-24,47112.686763743593,12008.996109944606,12008.996109944606,147,152
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2020-10-25,48332.862002958558,12107.451857003387,12107.451857003387,146,151
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2020-10-26,47793.414499146937,12240.554312235194,12240.554312235194,110,119
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2020-10-27,52958.283506837,14308.472326998979,14308.472326998979,331,338
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2020-10-28,51664.3828741824,14429.863224448443,14429.863224448443,423,427
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2020-10-29,54808.014321242546,13672.121657106691,13672.121657106691,357,363
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2020-10-30,55727.711641130307,13461.326476582351,13461.326476582351,241,244
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2020-10-31,56665.643342783675,13323.182654053669,13323.182654053669,169,180
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2020-11-01,56200.074017335748,13410.278861444922,13410.278861444922,119,122
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2020-11-02,46605.546462040009,11102.774661220506,11102.774661220506,107,117
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2020-11-03,48001.078246808167,10785.876409912114,10785.876409912114,284,288
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2020-11-04,46943.822116832496,10339.174428088943,10339.174428088943,144,149
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2020-11-05,48270.360070077957,10574.700060286457,10574.700060286457,212,221
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2020-11-06,51932.780157741268,10933.216243721285,10933.216243721285,280,288
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2020-11-07,48303.540256951448,10328.480274164414,10328.480274164414,457,472
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2020-11-08,52983.069731182448,11321.033716692566,11321.033716692566,241,248
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2020-11-09,53213.265056585529,11321.229872753513,11321.229872753513,179,184
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2020-11-10,51679.268455176374,11773.2021234626,11773.2021234626,237,248
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2020-11-11,52679.451226714911,11709.432895873839,11709.432895873839,369,375
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2020-11-12,52361.470453600647,11828.852510556349,11828.852510556349,138,147
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2020-11-13,46304.393441160973,11471.838188707603,11471.838188707603,272,279
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2020-11-14,44854.32213836084,11861.885805441205,11861.885805441205,536,543
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2020-11-15,46589.767050961724,12470.997822713296,12470.997822713296,444,450
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2020-11-16,57598.50410790585,15018.874443794573,15018.874443794573,280,287
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2020-11-17,56697.895536344578,14306.200710487636,14306.200710487636,191,202
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2020-11-18,50958.151676883819,12157.552025894605,12157.552025894605,178,199
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2020-11-19,50838.332385106944,12220.637757925868,12220.637757925868,252,264
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2020-11-20,52298.687995433174,11945.141141633092,11945.141141633092,210,216
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2020-11-21,53253.140139062969,12387.872812592075,12387.872812592075,192,202
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2020-11-22,56006.083796288476,11675.364722731973,11675.364722731973,217,225
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2020-11-23,44227.312054090457,9112.57975332497,9112.57975332497,150,160
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2020-11-24,43279.967120738045,9082.24402731047,9082.24402731047,156,171
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2020-11-25,42982.591332144737,9312.6141896741,9312.6141896741,247,251
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2020-11-26,44243.617254468838,9083.8483971040423,9083.8483971040423,199,203
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2020-11-27,45133.161913652148,9101.9065888811365,9101.9065888811365,118,127
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2020-11-28,45410.23032817497,9111.10903593948,9111.10903593948,143,153
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2020-11-29,46548.485774540335,8939.0414489789837,8939.0414489789837,102,111
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2020-11-30,47964.798262467557,8746.6247218040517,8746.6247218040517,107,113
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2020-12-01,50165.615253833508,8995.1171193978043,8995.1171193978043,162,170
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2020-12-02,49485.268549778768,9390.7418975388864,9390.7418975388864,173,187
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2020-12-03,46884.700186364294,10059.536825177365,10059.536825177365,442,450
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2020-12-04,47654.583032282331,10605.210566586866,10605.210566586866,546,558
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2020-12-05,47898.676557170525,11457.038843212722,11457.038843212722,308,322
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2020-12-06,48881.706709734688,11079.022342347107,11079.022342347107,210,222
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2020-12-07,46634.568847670067,11743.165551353621,11743.165551353621,282,294
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2020-12-08,40162.07789097599,11221.852347546224,11221.852347546224,753,766
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2020-12-09,40212.9960299102,11533.21546581043,11533.21546581043,431,440
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2020-12-10,41552.366274177119,11123.895621355648,11123.895621355648,207,215
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2020-12-11,40610.18963329227,10623.150519888053,10623.150519888053,215,225
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2020-12-12,41614.333160461487,10559.345445046607,10559.345445046607,224,240
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2020-12-13,34816.509456597152,8685.4877268779856,8685.4877268779856,176,187
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2020-12-14,36730.672851314084,9603.17521827619,9603.17521827619,196,213
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2020-12-15,33458.144065398614,8570.3063213687019,8570.3063213687019,148,159
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2020-12-16,34088.640083537539,8351.6385870049235,8351.6385870049235,231,237
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2020-12-17,31831.367946212777,8792.329293594601,8792.329293594601,301,308
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2020-12-18,33644.475708716091,8280.25954634393,8280.25954634393,298,306
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2020-12-19,34376.8221578123,8137.6979904716518,8137.6979904716518,166,172
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2020-12-20,36289.607530673515,8664.441033219955,8664.441033219955,146,156
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2020-12-21,38072.406318612178,8930.7369067034469,8930.7369067034469,109,117
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2020-12-22,38413.954736988329,8802.6241553302425,8802.6241553302425,159,163
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2020-12-23,38472.403689824474,8504.5096039417786,8504.5096039417786,138,146
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2020-12-24,38267.676465865225,8530.67627083077,8530.67627083077,113,117
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2020-12-25,38840.727245496848,8529.505447821346,8529.505447821346,75,82
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2020-12-26,36643.35675778603,7479.7654672377266,7479.7654672377266,171,177
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2020-12-27,37894.649078746916,7291.975881272806,7291.975881272806,175,182
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2020-12-28,35367.173707331262,6921.7842686681761,6921.7842686681761,130,141
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2020-12-29,35845.545948644758,6845.4778637903282,6845.4778637903282,213,221
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2020-12-30,19489.123083471513,4082.6613163151105,4082.6613163151105,325,343
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2020-12-31,19159.56137709961,3869.2079052953477,3869.2079052953477,249,260
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2021-01-01,18875.467928609676,3779.0791790201311,3779.0791790201311,191,199
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2021-01-02,20103.043461375328,3551.850480663169,3551.850480663169,140,144
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2021-01-03,22702.110722728634,3414.458786673335,3414.458786673335,183,191
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2021-01-04,34090.480312090185,4919.5793655709076,4919.5793655709076,274,285
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2021-01-05,34165.120983217021,5023.3638320522232,5023.3638320522232,256,260
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2021-01-06,34525.645303716658,5231.15949697407,5231.15949697407,264,270
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2021-01-07,35956.803391788468,5098.8008534392384,5098.8008534392384,301,302
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2021-01-08,36818.926382912061,4983.2215078899362,4983.2215078899362,160,164
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2021-01-09,36262.777770512461,5136.8076633650026,5136.8076633650026,193,200
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2021-01-10,34617.981843836933,5378.3253284644752,5378.3253284644752,388,392
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2021-01-11,34575.809868270371,5345.6058108519255,5345.6058108519255,205,209
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2021-01-12,30830.223987785161,5407.9519609142744,5407.9519609142744,278,283
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2021-01-13,31908.952677807083,6010.46239361789,6010.46239361789,425,438
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2021-01-14,30221.881655997644,5293.6288580710689,5293.6288580710689,290,298
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2021-01-15,30423.623258881231,5289.37966757286,5289.37966757286,242,249
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2021-01-16,31054.388703785804,5244.9621198846917,5244.9621198846917,199,208
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2021-01-17,31737.136963289457,5579.2025004307206,5579.2025004307206,270,277
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2021-01-18,31112.677197916018,5606.4634454545758,5606.4634454545758,234,238
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2021-01-19,33777.419001887494,5243.0122977843466,5243.0122977843466,251,254
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2021-01-20,34721.814317861186,5372.2943697904493,5372.2943697904493,144,150
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2021-01-21,33635.172082490353,5290.40425260186,5290.40425260186,128,136
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2021-01-22,33487.581892303278,5453.7876538566843,5453.7876538566843,164,171
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2021-01-23,37907.233522585077,6349.4518270165445,6349.4518270165445,149,161
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2021-01-24,38103.90853682797,6880.3080816624552,6880.3080816624552,340,351
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2021-01-25,40309.428568565854,6498.7744562344051,6498.7744562344051,442,450
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2021-01-26,38478.373609675014,6731.6626800519143,6731.6626800519143,271,276
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2021-01-27,38741.963804117506,6846.4464539759592,6846.4464539759592,313,319
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2021-01-28,36367.467894363843,6898.0067880709012,6898.0067880709012,366,375
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2021-01-29,32896.803076571356,7031.9427644552461,7031.9427644552461,546,553
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2021-01-30,29276.089726680697,7126.6699923219549,7126.6699923219549,615,631
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2021-01-31,29613.508283200859,7808.0135036820866,7808.0135036820866,438,454
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2021-02-01,29492.120966362811,7826.269511185983,7826.269511185983,524,531
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2021-02-02,31330.963921224829,7361.5433904510237,7361.5433904510237,267,271
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2021-02-03,28887.476761266014,6720.5997392152449,6720.5997392152449,204,211
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2021-02-04,26483.268849414919,7589.4362333246545,7589.4362333246545,614,618
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2021-02-05,25074.582702259097,7758.6683674737678,7758.6683674737678,351,356
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2021-02-06,26654.152987331792,7341.8053080135323,7341.8053080135323,350,360
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2021-02-07,25508.501137138792,7256.1475406404543,7256.1475406404543,268,281
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2021-02-08,23183.883261029758,6015.5028717368195,6015.5028717368195,301,308
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2021-02-09,23878.108999966556,6568.9480667624457,6568.9480667624457,168,175
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2021-02-10,23952.972811243766,6535.8814620523208,6535.8814620523208,243,246
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2021-02-11,23684.722988573027,6672.1886804411315,6672.1886804411315,174,180
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2021-02-12,25646.344690395275,7446.6312699111477,7446.6312699111477,360,371
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2021-02-13,26177.221697802594,7414.1240480325469,7414.1240480325469,143,149
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2021-02-14,27239.527192374302,7143.7648998467939,7143.7648998467939,161,170
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2021-02-15,26958.615696556695,6961.0117868784964,6961.0117868784964,269,276
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2021-02-16,28103.232208285182,7169.2481091315776,7169.2481091315776,163,168
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2021-02-17,28144.98092123531,7182.6351032737039,7182.6351032737039,179,188
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2021-02-18,30400.357196235145,7208.5741590109992,7208.5741590109992,105,112
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2021-02-19,30710.167662371914,7100.9201139624629,7100.9201139624629,125,129
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2021-02-20,30395.829012367973,7173.7330652010951,7173.7330652010951,225,228
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2021-02-21,30539.889113494559,7137.7612945158171,7137.7612945158171,119,127
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2021-02-22,30291.182655556328,7241.2843350194025,7241.2843350194025,228,233
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2021-02-23,30111.451904822788,7292.9702699204709,7292.9702699204709,125,125
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2021-02-24,28592.935293104645,7677.2288084663787,7677.2288084663787,154,156
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2021-02-25,28584.602504007707,7696.52835058063,7696.52835058063,117,121
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2021-02-26,28362.364416651759,7767.4232836723095,7767.4232836723095,163,165
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2021-02-27,28469.824925671503,7751.6915072385164,7751.6915072385164,122,125
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2021-02-28,27759.694516904641,7891.3033239302595,7891.3033239302595,170,174
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2021-03-01,25183.9077822209,7915.665846375121,7915.665846375121,342,354
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2021-03-02,24136.041875179606,8078.1083122245973,8078.1083122245973,284,290
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2021-03-03,25377.665766633523,7904.4092670835844,7904.4092670835844,99,102
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2021-03-04,25956.65152217355,7945.8091933370124,7945.8091933370124,69,74
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2021-03-05,25789.19499303366,8005.2495760680395,8005.2495760680395,63,67
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2021-03-06,26319.345811821026,7839.8974674249912,7839.8974674249912,134,139
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2021-03-07,26656.86881564885,7587.868715077725,7587.868715077725,92,99
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2021-03-08,28347.276273381871,7400.3640660502133,7400.3640660502133,82,87
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2021-03-09,28432.4152181195,7647.2490678144977,7647.2490678144977,90,94
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2021-03-10,29754.577711067574,7591.5246027300964,7591.5246027300964,68,72
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2021-03-11,29804.429196695142,7574.601974962804,7574.601974962804,103,107
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2021-03-12,30161.229291065822,7460.25710897907,7460.25710897907,49,57
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2021-03-13,30516.90998881574,7342.60388551346,7342.60388551346,72,74
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2021-03-14,32449.945093772465,7702.4648351303313,7702.4648351303313,59,65
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2021-03-15,32201.856322639051,7748.2258136566243,7748.2258136566243,48,49
sushiswap,COMP-WETH,0x31503dcb60119a812fee820bb7042752019f2355,2021-03-16,32252.155773791736,7737.1346110905333,7737.1346110905333,25,25
